"studyYear","studyDbId","studyName","studyDesign","locationDbId","locationName","germplasmDbId","germplasmName","germplasmSynonyms","observationLevel","observationUnitDbId","observationUnitName","replicate","blockNumber","plotNumber","Number of plants planted per NET plot|CO_331:0000678","Number of plants harvested per NET plot|CO_331:0000679","Weight of vines per NET plot in kg|CO_331:0000227","Number of commercial storage roots per NET plot|CO_331:0000214","Weight of commercial storage roots per NET plot in kg|CO_331:0000220","Weight of non-commercial storage roots per NET plot in kg|CO_331:0000223","Storage root appearance estimating 1-9 CIP|CO_331:0000202","Total storage root weight per NET plot in kg|CO_331:0000237","Biomass yield in kg per plot|CO_331:0000683","Average commercial storage root weight computation kg|CO_331:0000680","Number of commercial storage roots per plant harvested|CO_331:2000036","Number of commercial storage roots per plant planted|CO_331:0000993","Storage roots yield in kg per plant harvested|CO_331:0000681","Storage roots yield in kg per plant planted|CO_331:0000989","Vine weight in kg per plant harvested|CO_331:0000990","Vine weight in kg per plant planted|CO_331:0000991","Harvest index computing percent|CO_331:0000302","Survival index computing percent|CO_331:0000301","Commercial storage root yield tons per ha|CO_331:0000809","Commercial storage root yield adjusted tons per ha|CO_331:0000998","Total storage roots yield computation tons per ha|CO_331:0000296","Total storage roots yield adjusted tons per ha|CO_331:0000999","Total foliage yield in tons per ha|CO_331:0000684","Total foliage yield adjusted in tons per ha|CO_331:0001002","Biomass yield in tons per ha|CO_331:0001003","Biomass yield adjusted in tons per ha|CO_331:0001004","Content of beta-carotene in fresh weight basis in raw storage roots estimating from RHS color chart in mg per 100g|CO_331:0001023"
"","","PEP2017CSR-ST01","","","","","","","","","PEP2017CSR-ST01-00080","","","","10","5","0.86","11","2.75","0.59","6","3.34","4.2","0.25","2.2","1.1","0.668","0.334","0.172","0.086","79.52380952","50","12.22222222","24.44444444","14.84444444","29.68888889","3.822222222","7.644444444","18.66666667","37.33333333","3.96"
"","","PEP2017CSR-ST01","","","","","","","","","PEP2017CSR-ST01-00081","","","","10","4","2.24","8","2.82","0.45","6","3.27","5.51","0.3525","2","0.8","0.8175","0.327","0.56","0.224","59.34664247","40","12.53333333","31.33333333","14.53333333","36.33333333","9.955555556","24.88888889","24.48888889","61.22222222","0.15"
"","","PEP2017CSR-ST01","","","","","","","","","PEP2017CSR-ST01-00082","","","","10","0","0","0","0","0","","0","0","","","0","","0","","0","","0","0","","0","","0","","0","",""
"","","PEP2017CSR-ST01","","","","","","","","","PEP2017CSR-ST01-00083","","","","10","6","3.76","4","1.29","0.59","6","1.88","5.64","0.3225","0.666666667","0.4","0.313333333","0.188","0.626666667","0.376","33.33333333","60","5.733333333","9.555555556","8.355555556","13.92592593","16.71111111","27.85185185","25.06666667","41.77777778","0"
"","","PEP2017CSR-ST01","","","","","","","","","PEP2017CSR-ST01-00084","","","","10","3","1.31","2","0.5","0.24","6","0.74","2.05","0.25","0.666666667","0.2","0.246666667","0.074","0.436666667","0.131","36.09756098","30","2.222222222","7.407407407","3.288888889","10.96296296","5.822222222","19.40740741","9.111111111","30.37037037","5.46"
"","","PEP2017CSR-ST01","","","","","","","","","PEP2017CSR-ST01-00085","","","","10","4","3.07","0","0","0.38","6","0.38","3.45","","0","0","0.095","0.038","0.7675","0.307","11.01449275","40","0","0","1.688888889","4.222222222","13.64444444","34.11111111","15.33333333","38.33333333","0"
"","","PEP2017CSR-ST01","","","","","","","","","PEP2017CSR-ST01-00086","","","","10","5","1.32","0","0","0.21","7","0.21","1.53","","0","0","0.042","0.021","0.264","0.132","13.7254902","50","0","0","0.933333333","1.866666667","5.866666667","11.73333333","6.8","13.6","10.5"
"","","PEP2017CSR-ST01","","","","","","","","","PEP2017CSR-ST01-00087","","","","10","6","1.31","6","2.69","0.29","6","2.98","4.29","0.448333333","1","0.6","0.496666667","0.298","0.218333333","0.131","69.46386946","60","11.95555556","19.92592593","13.24444444","22.07407407","5.822222222","9.703703704","19.06666667","31.77777778","0"
"","","PEP2017CSR-ST01","","","","","","","","","PEP2017CSR-ST01-00088","","","","10","5","0.79","5","1.06","0.44","6","1.5","2.29","0.212","1","0.5","0.3","0.15","0.158","0.079","65.50218341","50","4.711111111","9.422222222","6.666666667","13.33333333","3.511111111","7.022222222","10.17777778","20.35555556","0.03"
"","","PEP2017CSR-ST01","","","","","","","","","PEP2017CSR-ST01-00089","","","","10","5","0.6","4","0.49","0.6","6","1.09","1.69","0.1225","0.8","0.4","0.218","0.109","0.12","0.06","64.49704142","50","2.177777778","4.355555556","4.844444444","9.688888889","2.666666667","5.333333333","7.511111111","15.02222222","10.5"
"","","PEP2017CSR-ST01","","","","","","","","","PEP2017CSR-ST01-00090","","","","10","6","3.81","5","1.22","0.24","6","1.46","5.27","0.244","0.833333333","0.5","0.243333333","0.146","0.635","0.381","27.70398482","60","5.422222222","9.037037037","6.488888889","10.81481481","16.93333333","28.22222222","23.42222222","39.03703704","0.12"
"","","PEP2017CSR-ST01","","","","","","","","","PEP2017CSR-ST01-00091","","","","10","4","0.74","7","1.84","0.29","6","2.13","2.87","0.262857143","1.75","0.7","0.5325","0.213","0.185","0.074","74.21602787","40","8.177777778","20.44444444","9.466666667","23.66666667","3.288888889","8.222222222","12.75555556","31.88888889","0"
"","","PEP2017CSR-ST01","","","","","","","","","PEP2017CSR-ST01-00092","","","","10","7","5.81","5","0.84","0.14","6","0.98","6.79","0.168","0.714285714","0.5","0.14","0.098","0.83","0.581","14.43298969","70","3.733333333","5.333333333","4.355555556","6.222222222","25.82222222","36.88888889","30.17777778","43.11111111","0"
"","","PEP2017CSR-ST01","","","","","","","","","PEP2017CSR-ST01-00093","","","","10","4","0.96","2","0.75","0","6","0.75","1.71","0.375","0.5","0.2","0.1875","0.075","0.24","0.096","43.85964912","40","3.333333333","8.333333333","3.333333333","8.333333333","4.266666667","10.66666667","7.6","19","0.12"
"","","PEP2017CSR-ST01","","","","","","","","","PEP2017CSR-ST01-00094","","","","10","8","2.87","11","2.36","0.22","6","2.58","5.45","0.214545455","1.375","1.1","0.3225","0.258","0.35875","0.287","47.33944954","80","10.48888889","13.11111111","11.46666667","14.33333333","12.75555556","15.94444444","24.22222222","30.27777778","1.74"
"","","PEP2017CSR-ST01","","","","","","","","","PEP2017CSR-ST01-00095","","","","10","5","0.63","5","1.23","0","6","1.23","1.86","0.246","1","0.5","0.246","0.123","0.126","0.063","66.12903226","50","5.466666667","10.93333333","5.466666667","10.93333333","2.8","5.6","8.266666667","16.53333333","0"
"","","PEP2017CSR-ST01","","","","","","","","","PEP2017CSR-ST01-00096","","","","10","3","0.48","4","0.92","0.3","6","1.22","1.7","0.23","1.333333333","0.4","0.406666667","0.122","0.16","0.048","71.76470588","30","4.088888889","13.62962963","5.422222222","18.07407407","2.133333333","7.111111111","7.555555556","25.18518519","0"
"","","PEP2017CSR-ST01","","","","","","","","","PEP2017CSR-ST01-00097","","","","10","5","0.83","10","2.31","0.22","5","2.53","3.36","0.231","2","1","0.506","0.253","0.166","0.083","75.29761905","50","10.26666667","20.53333333","11.24444444","22.48888889","3.688888889","7.377777778","14.93333333","29.86666667","0.12"
"","","PEP2017CSR-ST01","","","","","","","","","PEP2017CSR-ST01-00098","","","","10","6","2.73","8","1.27","0","6","1.27","4","0.15875","1.333333333","0.8","0.211666667","0.127","0.455","0.273","31.75","60","5.644444444","9.407407407","5.644444444","9.407407407","12.13333333","20.22222222","17.77777778","29.62962963","0.15"
"","","PEP2017CSR-ST01","","","","","","","","","PEP2017CSR-ST01-00099","","","","10","4","1.87","2","0.66","0.35","6","1.01","2.88","0.33","0.5","0.2","0.2525","0.101","0.4675","0.187","35.06944444","40","2.933333333","7.333333333","4.488888889","11.22222222","8.311111111","20.77777778","12.8","32","0.12"
"","","PEP2017CSR-ST01","","","","","","","","","PEP2017CSR-ST01-00100","","","","10","0","0","0","0","0","","0","0","","","0","","0","","0","","0","0","","0","","0","","0","",""
"","","PEP2017CSR-ST01","","","","","","","","","PEP2017CSR-ST01-00101","","","","10","3","0.12","3","0.28","0.19","5","0.47","0.59","0.093333333","1","0.3","0.156666667","0.047","0.04","0.012","79.66101695","30","1.244444444","4.148148148","2.088888889","6.962962963","0.533333333","1.777777778","2.622222222","8.740740741","0.12"
"","","PEP2017CSR-ST01","","","","","","","","","PEP2017CSR-ST01-00102","","","","10","7","0.91","14","4.17","0.75","6","4.92","5.83","0.297857143","2","1.4","0.702857143","0.492","0.13","0.091","84.39108062","70","18.53333333","26.47619048","21.86666667","31.23809524","4.044444444","5.777777778","25.91111111","37.01587302","0.12"
"","","PEP2017CSR-ST01","","","","","","","","","PEP2017CSR-ST01-00103","","","","10","5","0.52","11","2.65","0.25","5","2.9","3.42","0.240909091","2.2","1.1","0.58","0.29","0.104","0.052","84.79532164","50","11.77777778","23.55555556","12.88888889","25.77777778","2.311111111","4.622222222","15.2","30.4","0.02"
"","","PEP2017CSR-ST01","","","","","","","","","PEP2017CSR-ST01-00104","","","","10","6","0.84","5","1.32","0.75","5","2.07","2.91","0.264","0.833333333","0.5","0.345","0.207","0.14","0.084","71.13402062","60","5.866666667","9.777777778","9.2","15.33333333","3.733333333","6.222222222","12.93333333","21.55555556","10.5"
"","","PEP2017CSR-ST01","","","","","","","","","PEP2017CSR-ST01-00105","","","","10","5","0.17","8","2.25","0.29","5","2.54","2.71","0.28125","1.6","0.8","0.508","0.254","0.034","0.017","93.72693727","50","10","20","11.28888889","22.57777778","0.755555556","1.511111111","12.04444444","24.08888889","1.32"
"","","PEP2017CSR-ST01","","","","","","","","","PEP2017CSR-ST01-00106","","","","10","7","0.21","12","1.52","0.49","6","2.01","2.22","0.126666667","1.714285714","1.2","0.287142857","0.201","0.03","0.021","90.54054054","70","6.755555556","9.650793651","8.933333333","12.76190476","0.933333333","1.333333333","9.866666667","14.0952381","14.37"
"","","PEP2017CSR-ST01","","","","","","","","","PEP2017CSR-ST01-00107","","","","10","6","0.15","14","3.09","0.25","5","3.34","3.49","0.220714286","2.333333333","1.4","0.556666667","0.334","0.025","0.015","95.70200573","60","13.73333333","22.88888889","14.84444444","24.74074074","0.666666667","1.111111111","15.51111111","25.85185185","10.5"
"","","PEP2017CSR-ST01","","","","","","","","","PEP2017CSR-ST01-00108","","","","10","3","0","4","0.9","0.07","5","0.97","0.97","0.225","1.333333333","0.4","0.323333333","0.097","0","0","100","30","4","13.33333333","4.311111111","14.37037037","0","0","4.311111111","14.37037037","4.92"
"","","PEP2017CSR-ST01","","","","","","","","","PEP2017CSR-ST01-00109","","","","10","4","0.37","7","2.49","0.48","5","2.97","3.34","0.355714286","1.75","0.7","0.7425","0.297","0.0925","0.037","88.92215569","40","11.06666667","27.66666667","13.2","33","1.644444444","4.111111111","14.84444444","37.11111111","14.37"
"","","PEP2017CSR-ST01","","","","","","","","","PEP2017CSR-ST01-00110","","","","10","3","0.09","8","2.47","0.18","5","2.65","2.74","0.30875","2.666666667","0.8","0.883333333","0.265","0.03","0.009","96.71532847","30","10.97777778","36.59259259","11.77777778","39.25925926","0.4","1.333333333","12.17777778","40.59259259","14.37"
"","","PEP2017CSR-ST01","","","","","","","","","PEP2017CSR-ST01-00111","","","","10","6","0.1","9","2.71","0.75","5","3.46","3.56","0.301111111","1.5","0.9","0.576666667","0.346","0.016666667","0.01","97.19101124","60","12.04444444","20.07407407","15.37777778","25.62962963","0.444444444","0.740740741","15.82222222","26.37037037","14.37"
"","","PEP2017CSR-ST01","","","","","","","","","PEP2017CSR-ST01-00112","","","","10","4","0.74","12","3.45","1.57","5","5.02","5.76","0.2875","3","1.2","1.255","0.502","0.185","0.074","87.15277778","40","15.33333333","38.33333333","22.31111111","55.77777778","3.288888889","8.222222222","25.6","64","14.37"
"","","PEP2017CSR-ST01","","","","","","","","","PEP2017CSR-ST01-00113","","","","10","4","0.55","3","0.51","0.65","6","1.16","1.71","0.17","0.75","0.3","0.29","0.116","0.1375","0.055","67.83625731","40","2.266666667","5.666666667","5.155555556","12.88888889","2.444444444","6.111111111","7.6","19","14.37"
"","","PEP2017CSR-ST01","","","","","","","","","PEP2017CSR-ST01-00114","","","","10","7","1","11","3.53","0.5","6","4.03","5.03","0.320909091","1.571428571","1.1","0.575714286","0.403","0.142857143","0.1","80.11928429","70","15.68888889","22.41269841","17.91111111","25.58730159","4.444444444","6.349206349","22.35555556","31.93650794","0.12"
"","","PEP2017CSR-ST01","","","","","","","","","PEP2017CSR-ST01-00115","","","","10","6","4.68","6","1.1","0.58","6","1.68","6.36","0.183333333","1","0.6","0.28","0.168","0.78","0.468","26.41509434","60","4.888888889","8.148148148","7.466666667","12.44444444","20.8","34.66666667","28.26666667","47.11111111","0"
"","","PEP2017CSR-ST01","","","","","","","","","PEP2017CSR-ST01-00116","","","","10","4","1.57","12","2.46","0.42","6","2.88","4.45","0.205","3","1.2","0.72","0.288","0.3925","0.157","64.71910112","40","10.93333333","27.33333333","12.8","32","6.977777778","17.44444444","19.77777778","49.44444444","0.12"
"","","PEP2017CSR-ST01","","","","","","","","","PEP2017CSR-ST01-00117","","","","10","4","0.09","3","0.67","0.19","6","0.86","0.95","0.223333333","0.75","0.3","0.215","0.086","0.0225","0.009","90.52631579","40","2.977777778","7.444444444","3.822222222","9.555555556","0.4","1","4.222222222","10.55555556","10.5"
"","","PEP2017CSR-ST01","","","","","","","","","PEP2017CSR-ST01-00118","","","","10","5","0.52","6","1.89","0.46","6","2.35","2.87","0.315","1.2","0.6","0.47","0.235","0.104","0.052","81.8815331","50","8.4","16.8","10.44444444","20.88888889","2.311111111","4.622222222","12.75555556","25.51111111","1.74"
"","","PEP2017CSR-ST01","","","","","","","","","PEP2017CSR-ST01-00119","","","","10","5","3.63","0","0","0.11","7","0.11","3.74","","0","0","0.022","0.011","0.726","0.363","2.941176471","50","0","0","0.488888889","0.977777778","16.13333333","32.26666667","16.62222222","33.24444444","10.5"
"","","PEP2017CSR-ST01","","","","","","","","","PEP2017CSR-ST01-00120","","","","10","3","0.1","0","0","0.14","7","0.14","0.24","","0","0","0.046666667","0.014","0.033333333","0.01","58.33333333","30","0","0","0.622222222","2.074074074","0.444444444","1.481481481","1.066666667","3.555555556","5.46"
"","","PEP2017CSR-ST01","","","","","","","","","PEP2017CSR-ST01-00121","","","","10","3","0.2","2","0.37","0.13","6","0.5","0.7","0.185","0.666666667","0.2","0.166666667","0.05","0.066666667","0.02","71.42857143","30","1.644444444","5.481481481","2.222222222","7.407407407","0.888888889","2.962962963","3.111111111","10.37037037","7.23"
"","","PEP2017CSR-ST01","","","","","","","","","PEP2017CSR-ST01-00122","","","","10","3","0.11","3","0.48","0.32","6","0.8","0.91","0.16","1","0.3","0.266666667","0.08","0.036666667","0.011","87.91208791","30","2.133333333","7.111111111","3.555555556","11.85185185","0.488888889","1.62962963","4.044444444","13.48148148","0.12"
"","","PEP2017CSR-ST01","","","","","","","","","PEP2017CSR-ST01-00123","","","","10","4","0.12","0","0","0.1","7","0.1","0.22","","0","0","0.025","0.01","0.03","0.012","45.45454545","40","0","0","0.444444444","1.111111111","0.533333333","1.333333333","0.977777778","2.444444444","14.37"
"","","PEP2017CSR-ST01","","","","","","","","","PEP2017CSR-ST01-00124","","","","10","6","4.37","11","2.53","1.42","6","3.95","8.32","0.23","1.833333333","1.1","0.658333333","0.395","0.728333333","0.437","47.47596154","60","11.24444444","18.74074074","17.55555556","29.25925926","19.42222222","32.37037037","36.97777778","61.62962963","0.15"
"","","PEP2017CSR-ST01","","","","","","","","","PEP2017CSR-ST01-00125","","","","10","2","0.57","6","1.94","0.19","6","2.13","2.7","0.323333333","3","0.6","1.065","0.213","0.285","0.057","78.88888889","20","8.622222222","43.11111111","9.466666667","47.33333333","2.533333333","12.66666667","12","60","0"
"","","PEP2017CSR-ST01","","","","","","","","","PEP2017CSR-ST01-00126","","","","10","5","1.01","5","1.15","0.26","6","1.41","2.42","0.23","1","0.5","0.282","0.141","0.202","0.101","58.26446281","50","5.111111111","10.22222222","6.266666667","12.53333333","4.488888889","8.977777778","10.75555556","21.51111111","14.37"
"","","PEP2017CSR-ST01","","","","","","","","","PEP2017CSR-ST01-00127","","","","10","4","1.07","4","1.46","0","6","1.46","2.53","0.365","1","0.4","0.365","0.146","0.2675","0.107","57.70750988","40","6.488888889","16.22222222","6.488888889","16.22222222","4.755555556","11.88888889","11.24444444","28.11111111","1.74"
"","","PEP2017CSR-ST01","","","","","","","","","PEP2017CSR-ST01-00128","","","","10","3","1.61","9","4.96","0.29","6","5.25","6.86","0.551111111","3","0.9","1.75","0.525","0.536666667","0.161","76.53061224","30","22.04444444","73.48148148","23.33333333","77.77777778","7.155555556","23.85185185","30.48888889","101.6296296","0.12"
"","","PEP2017CSR-ST01","","","","","","","","","PEP2017CSR-ST01-00129","","","","10","5","0.77","10","2.56","0.42","5","2.98","3.75","0.256","2","1","0.596","0.298","0.154","0.077","79.46666667","50","11.37777778","22.75555556","13.24444444","26.48888889","3.422222222","6.844444444","16.66666667","33.33333333","10.5"
"","","PEP2017CSR-ST01","","","","","","","","","PEP2017CSR-ST01-00130","","","","10","3","0.32","7","1.15","0.2","5","1.35","1.67","0.164285714","2.333333333","0.7","0.45","0.135","0.106666667","0.032","80.83832335","30","5.111111111","17.03703704","6","20","1.422222222","4.740740741","7.422222222","24.74074074","10.5"
"","","PEP2017CSR-ST01","","","","","","","","","PEP2017CSR-ST01-00131","","","","10","2","0.33","4","0.68","0.16","6","0.84","1.17","0.17","2","0.4","0.42","0.084","0.165","0.033","71.79487179","20","3.022222222","15.11111111","3.733333333","18.66666667","1.466666667","7.333333333","5.2","26","14.37"
"","","PEP2017CSR-ST01","","","","","","","","","PEP2017CSR-ST01-00132","","","","10","3","0.09","0","0","0.12","7","0.12","0.21","","0","0","0.04","0.012","0.03","0.009","57.14285714","30","0","0","0.533333333","1.777777778","0.4","1.333333333","0.933333333","3.111111111","10.5"
"","","PEP2017CSR-ST01","","","","","","","","","PEP2017CSR-ST01-00133","","","","10","3","1.71","12","2.2","0.2","6","2.4","4.11","0.183333333","4","1.2","0.8","0.24","0.57","0.171","58.39416058","30","9.777777778","32.59259259","10.66666667","35.55555556","7.6","25.33333333","18.26666667","60.88888889","14.37"
"","","PEP2017CSR-ST01","","","","","","","","","PEP2017CSR-ST01-00134","","","","10","5","2.87","8","2.02","0.71","6","2.73","5.6","0.2525","1.6","0.8","0.546","0.273","0.574","0.287","48.75","50","8.977777778","17.95555556","12.13333333","24.26666667","12.75555556","25.51111111","24.88888889","49.77777778","12.39"
"","","PEP2017CSR-ST01","","","","","","","","","PEP2017CSR-ST01-00135","","","","10","8","1.76","7","1.57","0.74","6","2.31","4.07","0.224285714","0.875","0.7","0.28875","0.231","0.22","0.176","56.75675676","80","6.977777778","8.722222222","10.26666667","12.83333333","7.822222222","9.777777778","18.08888889","22.61111111","10.5"
"","","PEP2017CSR-ST01","","","","","","","","","PEP2017CSR-ST01-00136","","","","10","4","0.6","6","1.03","0.29","6","1.32","1.92","0.171666667","1.5","0.6","0.33","0.132","0.15","0.06","68.75","40","4.577777778","11.44444444","5.866666667","14.66666667","2.666666667","6.666666667","8.533333333","21.33333333","14.37"
"","","PEP2017CSR-ST01","","","","","","","","","PEP2017CSR-ST01-00137","","","","10","4","3.07","11","3.58","0.77","5","4.35","7.42","0.325454545","2.75","1.1","1.0875","0.435","0.7675","0.307","58.62533693","40","15.91111111","39.77777778","19.33333333","48.33333333","13.64444444","34.11111111","32.97777778","82.44444444","0.12"
"","","PEP2017CSR-ST01","","","","","","","","","PEP2017CSR-ST01-00138","","","","10","2","1.46","2","0.31","0.19","6","0.5","1.96","0.155","1","0.2","0.25","0.05","0.73","0.146","25.51020408","20","1.377777778","6.888888889","2.222222222","11.11111111","6.488888889","32.44444444","8.711111111","43.55555556","1.74"
"","","PEP2017CSR-ST01","","","","","","","","","PEP2017CSR-ST01-00139","","","","10","1","0.55","0","0","0.24","6","0.24","0.79","","0","0","0.24","0.024","0.55","0.055","30.37974684","10","0","0","1.066666667","10.66666667","2.444444444","24.44444444","3.511111111","35.11111111","14.37"
"","","PEP2017CSR-ST01","","","","","","","","","PEP2017CSR-ST01-00140","","","","10","3","1.41","6","1.29","0.13","5","1.42","2.83","0.215","2","0.6","0.473333333","0.142","0.47","0.141","50.17667845","30","5.733333333","19.11111111","6.311111111","21.03703704","6.266666667","20.88888889","12.57777778","41.92592593","10.5"
"","","PEP2017CSR-ST01","","","","","","","","","PEP2017CSR-ST01-00141","","","","10","2","0.26","6","1.01","0","5","1.01","1.27","0.168333333","3","0.6","0.505","0.101","0.13","0.026","79.52755906","20","4.488888889","22.44444444","4.488888889","22.44444444","1.155555556","5.777777778","5.644444444","28.22222222","14.37"
"","","PEP2017CSR-ST01","","","","","","","","","PEP2017CSR-ST01-00142","","","","10","4","1.3","6","1.39","0.4","5","1.79","3.09","0.231666667","1.5","0.6","0.4475","0.179","0.325","0.13","57.92880259","40","6.177777778","15.44444444","7.955555556","19.88888889","5.777777778","14.44444444","13.73333333","34.33333333","10.5"
"","","PEP2017CSR-ST01","","","","","","","","","PEP2017CSR-ST01-00143","","","","10","3","0.12","4","0.48","0","6","0.48","0.6","0.12","1.333333333","0.4","0.16","0.048","0.04","0.012","80","30","2.133333333","7.111111111","2.133333333","7.111111111","0.533333333","1.777777778","2.666666667","8.888888889","14.37"
"","","PEP2017CSR-ST01","","","","","","","","","PEP2017CSR-ST01-00144","","","","10","7","0.7","5","0.57","0.72","6","1.29","1.99","0.114","0.714285714","0.5","0.184285714","0.129","0.1","0.07","64.8241206","70","2.533333333","3.619047619","5.733333333","8.19047619","3.111111111","4.444444444","8.844444444","12.63492063","14.37"
"","","PEP2017CSR-ST01","","","","","","","","","PEP2017CSR-ST01-00145","","","","10","5","0.59","10","2.02","0.32","6","2.34","2.93","0.202","2","1","0.468","0.234","0.118","0.059","79.86348123","50","8.977777778","17.95555556","10.4","20.8","2.622222222","5.244444444","13.02222222","26.04444444","10.5"
"","","PEP2017CSR-ST01","","","","","","","","","PEP2017CSR-ST01-00146","","","","10","2","0.14","3","1.83","0","6","1.83","1.97","0.61","1.5","0.3","0.915","0.183","0.07","0.014","92.89340102","20","8.133333333","40.66666667","8.133333333","40.66666667","0.622222222","3.111111111","8.755555556","43.77777778","5.46"
"","","PEP2017CSR-ST01","","","","","","","","","PEP2017CSR-ST01-00147","","","","10","3","0.44","7","1.37","0.08","6","1.45","1.89","0.195714286","2.333333333","0.7","0.483333333","0.145","0.146666667","0.044","76.71957672","30","6.088888889","20.2962963","6.444444444","21.48148148","1.955555556","6.518518519","8.4","28","1.76"
"","","PEP2017CSR-ST01","","","","","","","","","PEP2017CSR-ST01-00148","","","","10","4","2.33","4","1.15","0.37","6","1.52","3.85","0.2875","1","0.4","0.38","0.152","0.5825","0.233","39.48051948","40","5.111111111","12.77777778","6.755555556","16.88888889","10.35555556","25.88888889","17.11111111","42.77777778","1.74"
"","","PEP2017CSR-ST01","","","","","","","","","PEP2017CSR-ST01-00149","","","","10","2","0.6","0","0","0.08","7","0.08","0.68","","0","0","0.04","0.008","0.3","0.06","11.76470588","20","0","0","0.355555556","1.777777778","2.666666667","13.33333333","3.022222222","15.11111111","14.37"
"","","PEP2017CSR-ST01","","","","","","","","","PEP2017CSR-ST01-00150","","","","10","4","0.76","3","1.18","0.23","6","1.41","2.17","0.393333333","0.75","0.3","0.3525","0.141","0.19","0.076","64.97695853","40","5.244444444","13.11111111","6.266666667","15.66666667","3.377777778","8.444444444","9.644444444","24.11111111","3.03"
"","","PEP2017CSR-ST01","","","","","","","","","PEP2017CSR-ST01-00151","","","","10","1","1.96","0","0","0.08","7","0.08","2.04","","0","0","0.08","0.008","1.96","0.196","3.921568627","10","0","0","0.355555556","3.555555556","8.711111111","87.11111111","9.066666667","90.66666667",""
"","","PEP2017CSR-ST01","","","","","","","","","PEP2017CSR-ST01-00152","","","","10","4","1.86","13","3.05","0.35","5","3.4","5.26","0.234615385","3.25","1.3","0.85","0.34","0.465","0.186","64.63878327","40","13.55555556","33.88888889","15.11111111","37.77777778","8.266666667","20.66666667","23.37777778","58.44444444","10.5"
"","","PEP2017CSR-ST01","","","","","","","","","PEP2017CSR-ST01-00153","","","","10","3","4.42","1","0.29","0","6","0.29","4.71","0.29","0.333333333","0.1","0.096666667","0.029","1.473333333","0.442","6.157112527","30","1.288888889","4.296296296","1.288888889","4.296296296","19.64444444","65.48148148","20.93333333","69.77777778","10.5"
"","","PEP2017CSR-ST01","","","","","","","","","PEP2017CSR-ST01-00154","","","","10","4","1.54","9","3.21","0.14","6","3.35","4.89","0.356666667","2.25","0.9","0.8375","0.335","0.385","0.154","68.50715746","40","14.26666667","35.66666667","14.88888889","37.22222222","6.844444444","17.11111111","21.73333333","54.33333333","1.38"
"","","PEP2017CSR-ST01","","","","","","","","","PEP2017CSR-ST01-00155","","","","10","4","2.39","10","1.7","0.81","6","2.51","4.9","0.17","2.5","1","0.6275","0.251","0.5975","0.239","51.2244898","40","7.555555556","18.88888889","11.15555556","27.88888889","10.62222222","26.55555556","21.77777778","54.44444444","10.5"
"","","PEP2017CSR-ST01","","","","","","","","","PEP2017CSR-ST01-00156","","","","10","2","0.98","5","1.59","0.14","6","1.73","2.71","0.318","2.5","0.5","0.865","0.173","0.49","0.098","63.83763838","20","7.066666667","35.33333333","7.688888889","38.44444444","4.355555556","21.77777778","12.04444444","60.22222222","10.5"
"","","PEP2017CSR-ST01","","","","","","","","","PEP2017CSR-ST01-00157","","","","10","5","4.32","3","0.25","0.14","6","0.39","4.71","0.083333333","0.6","0.3","0.078","0.039","0.864","0.432","8.280254777","50","1.111111111","2.222222222","1.733333333","3.466666667","19.2","38.4","20.93333333","41.86666667","0"
"","","PEP2017CSR-ST01","","","","","","","","","PEP2017CSR-ST01-00158","","","","10","4","1.43","2","0.91","0","6","0.91","2.34","0.455","0.5","0.2","0.2275","0.091","0.3575","0.143","38.88888889","40","4.044444444","10.11111111","4.044444444","10.11111111","6.355555556","15.88888889","10.4","26","1.17"
"","","PEP2017CSR-ST01","","","","","","","","","PEP2017CSR-ST01-00159","","","","10","6","4.22","4","0.63","0.13","5","0.76","4.98","0.1575","0.666666667","0.4","0.126666667","0.076","0.703333333","0.422","15.26104418","60","2.8","4.666666667","3.377777778","5.62962963","18.75555556","31.25925926","22.13333333","36.88888889","10.5"
"","","PEP2017CSR-ST01","","","","","","","","","PEP2017CSR-ST01-00160","","","","10","1","0.3","0","0","0.08","7","0.08","0.38","","0","0","0.08","0.008","0.3","0.03","21.05263158","10","0","0","0.355555556","3.555555556","1.333333333","13.33333333","1.688888889","16.88888889","3.96"
"","","PEP2017CSR-ST01","","","","","","","","","PEP2017CSR-ST01-00161","","","","10","2","0.59","0","0","0.07","7","0.07","0.66","","0","0","0.035","0.007","0.295","0.059","10.60606061","20","0","0","0.311111111","1.555555556","2.622222222","13.11111111","2.933333333","14.66666667","10.5"
"","","PEP2017CSR-ST01","","","","","","","","","PEP2017CSR-ST01-00162","","","","10","0","0","0","0","0","","0","0","","","0","","0","","0","","0","0","","0","","0","","0","",""
"","","PEP2017CSR-ST01","","","","","","","","","PEP2017CSR-ST01-00163","","","","10","4","0","3","0.54","0.22","6","0.76","0.76","0.18","0.75","0.3","0.19","0.076","0","0","100","40","2.4","6","3.377777778","8.444444444","0","0","3.377777778","8.444444444","12.39"
"","","PEP2017CSR-ST01","","","","","","","","","PEP2017CSR-ST01-00164","","","","10","3","0.26","6","0.86","0.23","5","1.09","1.35","0.143333333","2","0.6","0.363333333","0.109","0.086666667","0.026","80.74074074","30","3.822222222","12.74074074","4.844444444","16.14814815","1.155555556","3.851851852","6","20","1.65"
